Sr.No.,UPI Beneficiary Banks,Year,Month,Total Volume (In Mn),Approved %,BD %	,	TD%,Deemed Approved %,Column 8
27,Bandhan Bank,2024,6,35.19,98.64%,0.37%,0.99%,0.01%,
28,One Mobikwik Systems Limited,2024,6,35.03,99.93%,0.02%,0.04%,0.00%,
29,South Indian Bank,2024,6,34.18,98.89%,1.08%,0.03%,0.01%,
30,Jammu and Kashmir Bank,2024,6,33.89,99.05%,0.37%,0.58%,0.28%,
31,AU Small Finance Bank,2024,6,26.37,99.00%,0.99%,0.01%,0.01%,
32,Tamilnad Mercantile Bank,2024,6,25.76,98.76%,0.09%,1.15%,0.18%,
33,Tri O Tech Solutions Private Limited,2024,6,25.21,96.49%,3.43%,0.09%,0.04%,
34,Ujjivan Small Finance Bank,2024,6,22.07,99.11%,0.74%,0.15%,0.14%,
35,City Union Bank,2024,6,21.49,97.81%,2.04%,0.15%,0.00%,
36,Punjab and Sind Bank,2024,6,16.82,98.79%,0.99%,0.22%,0.03%,
37,Kerala Gramin Bank,2024,6,15.64,98.75%,0.89%,0.36%,0.24%,
38,Cosmos Bank,2024,6,15.14,95.46%,0.07%,4.47%,0.60%,
39,Equitas Bank,2024,6,13.81,97.75%,1.34%,0.91%,0.17%,
40,Andhra Pradesh Grameena Vikas Bank,2024,6,13.6,97.85%,0.52%,1.63%,0.85%,
41,Jio Payments Bank,2024,6,13.28,98.52%,0.39%,1.09%,1.06%,
42,Pragathi Krishna Gramin Bank,2024,6,12.98,98.17%,0.99%,0.83%,0.58%,
43,CITI Bank,2024,6,11.72,99.93%,0.00%,0.07%,0.09%,
44,Baroda U.P. Bank,2024,6,11.7,87.69%,0.64%,11.68%,3.82%,
45,Maharashtra Gramin Bank,2024,6,11.6,98.84%,0.18%,0.98%,0.11%,
46,Rajasthan Marudhara Gramin Bank,2024,6,11.14,98.79%,0.46%,0.76%,0.23%,
47,ESAF Small Finance Bank Ltd,2024,6,10.88,98.50%,1.42%,0.08%,0.03%,
48,DBS Bank,2024,6,10.36,98.41%,1.44%,0.15%,0.02%,
49,Fincare Small Finance Bank,2024,6,9.22,95.48%,4.17%,0.35%,0.08%,
50,Andhra Pragathi Grameena Bank,2024,6,9.05,95.03%,1.16%,3.81%,0.12%,
1,Paytm Payments Bank,2022,3,1210.84,99.74%,0.25%,0.00%,0.00%,
2,State Bank of India,2022,3,737.53,99.03%,0.35%,0.44%,0.18%,
3,YES Bank,2022,3,678.13,99.71%,0.22%,0.05%,0.03%,
4,Axis Bank,2022,3,413.31,99.18%,0.57%,0.02%,0.23%,
5,ICICI Bank,2022,3,291.67,98.98%,0.69%,0.26%,0.06%,
6,HDFC Bank,2022,3,275.06,98.91%,0.92%,0.03%,0.14%,
7,Bank of Baroda,2022,3,191.67,99.00%,0.48%,0.40%,0.12%,
8,Union Bank of India,2022,3,179.59,98.65%,0.34%,0.83%,0.18%,
9,Canara Bank,2022,3,142.52,98.06%,0.69%,0.73%,0.52%,
10,Punjab National Bank,2022,3,133.47,98.42%,0.55%,0.82%,0.21%,
11,Kotak Mahindra Bank,2022,3,115.13,98.18%,0.67%,0.22%,0.92%,
12,Bank of India,2022,3,112.56,99.36%,0.32%,0.18%,0.14%,
13,Federal Bank,2022,3,112.07,99.74%,0.24%,0.02%,0.00%,
14,Indian Bank,2022,3,69.66,94.25%,3.18%,1.27%,1.30%,
15,Airtel Payments Bank,2022,3,60.14,98.52%,0.48%,0.79%,0.20%,
16,Central Bank of India,2022,3,59.12,97.87%,0.64%,0.58%,0.90%,
17,IndusInd Bank,2022,3,51.42,98.51%,0.90%,0.35%,0.24%,
18,IDBI Bank,2022,3,43.89,99.27%,0.53%,0.08%,0.11%,
19,Indian Overseas Bank,2022,3,39.2,98.75%,0.37%,0.62%,0.26%,
20,Bank of Maharashtra,2022,3,34.89,99.10%,0.28%,0.43%,0.19%,
21,UCO Bank,2022,3,33.57,97.77%,0.43%,1.34%,0.46%,
22,India Post Payment Bank,2022,3,29.42,99.17%,0.38%,0.23%,0.22%,
23,Karnataka Bank,2022,3,28.48,98.41%,0.92%,0.38%,0.29%,
24,Karur Vysya Bank,2022,3,21.84,99.08%,0.44%,0.30%,0.18%,
25,IDFC First Bank,2022,3,20.88,98.31%,0.91%,0.22%,0.56%,
26,South Indian Bank,2022,3,16.17,99.32%,0.41%,0.25%,0.03%,
27,Bandhan Bank,2022,3,15.71,96.70%,0.60%,2.40%,0.30%,
28,Fino Payments Bank,2022,3,12.2,93.74%,2.28%,3.84%,0.15%,
29,CITI Bank,2022,3,12.09,99.17%,0.68%,0.03%,0.12%,
30,AU Small Finance Bank,2022,3,11.83,97.89%,1.91%,0.08%,0.12%,
31,City Union Bank,2022,3,10.64,97.91%,1.07%,0.88%,0.15%,
32,DBS Bank,2022,3,9.56,94.91%,1.29%,3.69%,0.10%,
33,Tamilnad Mercantile Bank,2022,3,8.68,99.12%,0.42%,0.27%,0.19%,
34,Equitas Bank,2022,3,8.53,94.20%,1.71%,3.55%,0.54%,
35,Ujjivan Small Finance Bank,2022,3,8.47,98.84%,0.38%,0.32%,0.46%,
36,Pragathi Krishna Gramin Bank,2022,3,7.55,98.51%,0.30%,0.50%,0.69%,
37,Andhra Pradesh Grameena Vikas Bank,2022,3,6.99,95.59%,0.12%,2.91%,1.38%,
38,Punjab and Sind Bank,2022,3,6.67,99.21%,0.36%,0.28%,0.15%,
39,Maharashtra Gramin Bank,2022,3,6.28,99.12%,0.25%,0.41%,0.22%,
40,Kerala Gramin Bank,2022,3,5.65,99.52%,0.28%,0.04%,0.17%,
41,Saraswat Bank,2022,3,5.43,99.42%,0.27%,0.26%,0.05%,
42,Jammu and Kashmir Bank,2022,3,5.29,94.71%,2.18%,2.87%,0.24%,
43,Rajasthan Marudhara Gramin Bank,2022,3,5.15,83.18%,2.50%,10.83%,3.50%,
44,RBL,2022,3,5.13,96.18%,3.65%,0.09%,0.08%,
45,ESAF Small Finance Bank Ltd,2022,3,4.83,98.77%,0.32%,0.82%,0.09%,
46,Andhra Pragathi Grameena Bank,2022,3,4.78,92.16%,1.37%,3.17%,3.30%,
47,Baroda U.P. Bank,2022,3,4.3,71.53%,4.96%,21.88%,1.62%,
48,Sarva Haryana Gramin Bank,2022,3,4.14,86.91%,0.61%,11.95%,0.53%,
49,Baroda Rajasthan Kshetriya Gramin Bank,2022,3,4.0,84.39%,1.78%,11.47%,2.37%,
50,Karnataka Vikas Grameena Bank,2022,3,3.56,94.24%,1.56%,2.11%,2.09%,
1,Paytm Payments Bank,2023,3,1921.46,99.68%,0.24%,0.06%,0.02%,
2,YES Bank,2023,3,1590.23,99.88%,0.00%,0.00%,0.03%,
3,State Bank of India,2023,3,972.24,98.22%,0.21%,1.41%,0.17%,
4,ICICI Bank,2023,3,601.02,98.26%,0.24%,1.06%,0.44%,
5,Axis Bank,2023,3,599.56,99.42%,0.23%,0.23%,0.12%,
6,HDFC Bank,2023,3,443.88,98.86%,0.53%,0.42%,0.19%,
7,Bank of Baroda,2023,3,267.27,99.48%,0.17%,0.26%,0.10%,
8,Union Bank of India,2023,3,258.29,99.41%,0.17%,0.30%,0.11%,
9,Canara Bank,2023,3,201.82,99.57%,0.00%,0.33%,0.10%,
10,Punjab National Bank,2023,3,199.08,99.36%,0.36%,0.07%,0.21%,
11,Federal Bank,2023,3,198.1,99.50%,0.31%,0.18%,0.01%,
12,Kotak Mahindra Bank,2023,3,186.19,98.32%,0.43%,0.88%,0.37%,
13,Bank of India,2023,3,146.91,99.25%,0.23%,0.42%,0.10%,
14,Indian Bank,2023,3,114.41,97.90%,0.21%,1.16%,0.73%,
15,Airtel Payments Bank,2023,3,114.0,99.03%,0.23%,0.63%,0.11%,
16,IndusInd Bank,2023,3,84.66,99.51%,0.21%,0.21%,0.08%,
17,Central Bank of India,2023,3,71.42,98.58%,0.59%,0.43%,0.40%,
18,India Post Payment Bank,2023,3,66.53,97.67%,0.60%,1.64%,0.09%,
19,Indian Overseas Bank,2023,3,57.99,99.15%,0.51%,0.14%,0.20%,
20,IDBI Bank,2023,3,54.35,92.67%,0.36%,6.24%,0.74%,
21,UCO Bank,2023,3,51.56,98.95%,0.67%,0.35%,0.03%,
22,Bank of Maharashtra,2023,3,42.71,94.93%,0.23%,4.45%,0.39%,
23,IDFC First Bank,2023,3,40.8,97.07%,1.51%,1.27%,0.14%,
24,Karnataka Bank,2023,3,33.67,98.00%,0.63%,1.31%,0.06%,
25,Karur Vysya Bank,2023,3,26.9,99.23%,0.39%,0.29%,0.09%,
26,South Indian Bank,2023,3,24.73,99.45%,0.37%,0.17%,0.02%,
27,Fino Payments Bank,2023,3,24.05,97.27%,1.32%,1.41%,0.24%,
28,Bandhan Bank,2023,3,23.1,96.04%,0.37%,3.42%,0.17%,
29,AU Small Finance Bank,2023,3,18.01,98.65%,1.07%,0.22%,0.06%,
30,City Union Bank,2023,3,14.84,98.25%,1.05%,0.59%,0.11%,
31,Tamilnad Mercantile Bank,2023,3,14.13,99.54%,0.25%,0.17%,0.04%,
32,CITI Bank,2023,3,13.9,99.75%,0.00%,0.10%,0.15%,
33,Ujjivan Small Finance Bank,2023,3,13.29,99.29%,0.31%,0.22%,0.18%,
34,Equitas Bank,2023,3,12.24,96.03%,3.45%,0.45%,0.08%,
35,Jammu and Kashmir Bank,2023,3,10.84,97.08%,0.45%,2.27%,0.20%,
36,Punjab and Sind Bank,2023,3,10.28,99.09%,0.20%,0.63%,0.08%,
37,Kerala Gramin Bank,2023,3,9.92,98.85%,0.19%,0.71%,0.26%,
38,Pragathi Krishna Gramin Bank,2023,3,9.75,96.93%,0.26%,2.39%,0.42%,
39,DBS Bank,2023,3,9.25,98.16%,1.34%,0.37%,0.13%,
40,Andhra Pradesh Grameena Vikas Bank,2023,3,9.2,96.08%,0.11%,3.51%,0.30%,
41,RBL,2023,3,8.54,98.80%,0.75%,0.36%,0.09%,
42,Maharashtra Gramin Bank,2023,3,8.42,95.06%,1.38%,3.24%,0.32%,
43,ESAF Small Finance Bank Ltd,2023,3,7.54,99.23%,0.13%,0.58%,0.06%,
44,Rajasthan Marudhara Gramin Bank,2023,3,7.39,95.85%,0.38%,3.45%,0.32%,
45,Baroda U.P. Bank,2023,3,7.1,95.28%,2.33%,1.68%,0.70%,
46,Saraswat Bank,2023,3,6.45,99.59%,0.22%,0.13%,0.06%,
47,Andhra Pragathi Grameena Bank,2023,3,6.39,95.45%,0.71%,3.78%,0.06%,
48,Cosmos Bank,2023,3,5.85,99.17%,0.26%,0.40%,0.17%,
49,Sarva Haryana Gramin Bank,2023,3,5.36,97.65%,0.62%,1.45%,0.28%,
50,Baroda Rajasthan Kshetriya Gramin Bank,2023,3,4.82,94.68%,2.49%,2.33%,0.50%,
1,YES Bank,2024,3,2638.46,99.93%,0.04%,0.04%,0.00%,
2,Paytm Payments Bank,2024,3,2490.22,99.83%,0.16%,0.02%,0.00%,
3,State Bank of India,2024,3,1524.71,99.59%,0.13%,0.28%,0.04%,
4,Axis Bank,2024,3,1230.7,99.89%,0.11%,0.00%,0.06%,
5,ICICI Bank,2024,3,647.55,99.55%,0.40%,0.05%,0.04%,
6,HDFC Bank,2024,3,643.37,98.79%,1.19%,0.02%,0.02%,
7,Bank of Baroda,2024,3,372.75,99.56%,0.31%,0.13%,0.18%,
8,Federal Bank,2024,3,370.03,99.62%,0.28%,0.11%,0.01%,
9,Union Bank of India,2024,3,357.49,99.01%,0.13%,0.86%,0.30%,
10,Punjab National Bank,2024,3,312.24,99.55%,0.34%,0.11%,0.09%,
11,Canara Bank,2024,3,303.29,98.06%,1.60%,0.35%,0.19%,
12,Kotak Mahindra Bank,2024,3,283.32,99.56%,0.38%,0.06%,0.08%,
13,Airtel Payments Bank,2024,3,231.8,99.54%,0.28%,0.19%,0.03%,
14,Indian Bank,2024,3,225.26,98.93%,0.95%,0.12%,0.14%,
15,Bank of India,2024,3,197.83,99.54%,0.20%,0.26%,0.09%,
16,IndusInd Bank,2024,3,131.65,99.20%,0.45%,0.36%,0.12%,
17,India Post Payment Bank,2024,3,131.52,95.21%,0.41%,4.38%,0.34%,
18,Central Bank of India,2024,3,93.29,98.14%,0.40%,1.46%,0.58%,
19,Indian Overseas Bank,2024,3,87.87,97.75%,0.47%,1.78%,0.57%,
20,UCO Bank,2024,3,84.0,98.67%,0.85%,0.48%,0.25%,
21,IDBI Bank,2024,3,65.49,98.13%,0.74%,1.13%,0.16%,
22,Fino Payments Bank,2024,3,63.82,96.00%,2.83%,1.17%,0.19%,
23,Bank of Maharashtra,2024,3,61.24,95.97%,0.19%,3.84%,0.41%,
24,RBL,2024,3,49.38,94.08%,2.96%,2.96%,0.93%,
25,Karnataka Bank,2024,3,46.73,97.72%,1.46%,0.82%,0.10%,
26,IDFC First Bank,2024,3,36.02,98.06%,1.71%,0.23%,0.07%,
27,Karur Vysya Bank,2024,3,35.22,97.58%,1.21%,1.21%,0.21%,
28,Bandhan Bank,2024,3,32.36,98.60%,0.26%,1.14%,0.01%,
29,South Indian Bank,2024,3,32.16,98.07%,1.87%,0.06%,0.02%,
30,AU Small Finance Bank,2024,3,30.19,96.15%,2.96%,0.89%,0.19%,
31,Jammu and Kashmir Bank,2024,3,25.44,98.96%,0.78%,0.26%,0.21%,
32,Tamilnad Mercantile Bank,2024,3,24.37,98.31%,0.10%,1.59%,0.27%,
33,Tri O Tech Solutions Private Limited,2024,3,22.15,95.35%,4.60%,0.06%,0.00%,
34,Ujjivan Small Finance Bank,2024,3,21.74,98.73%,1.12%,0.16%,0.12%,
35,City Union Bank,2024,3,21.21,97.61%,2.12%,0.28%,0.04%,
36,Punjab and Sind Bank,2024,3,16.2,95.93%,1.26%,2.81%,0.85%,
37,Kerala Gramin Bank,2024,3,15.07,99.27%,0.28%,0.45%,0.30%,
38,Equitas Bank,2024,3,14.44,97.44%,2.28%,0.28%,0.02%,
39,Andhra Pradesh Grameena Vikas Bank,2024,3,13.56,97.46%,0.65%,1.89%,0.30%,
40,Pragathi Krishna Gramin Bank,2024,3,12.98,98.57%,0.39%,1.04%,0.67%,
41,DBS Bank,2024,3,12.36,97.79%,1.75%,0.46%,0.15%,
42,Maharashtra Gramin Bank,2024,3,11.89,99.11%,0.35%,0.54%,0.09%,
43,Rajasthan Marudhara Gramin Bank,2024,3,11.79,96.75%,0.47%,2.77%,0.46%,
44,CITI Bank,2024,3,11.77,99.86%,0.00%,0.14%,0.17%,
45,Jio Payments Bank,2024,3,11.55,98.96%,0.59%,0.45%,0.08%,
46,Baroda U.P. Bank,2024,3,11.16,88.76%,0.70%,10.54%,3.51%,
47,ESAF Small Finance Bank Ltd,2024,3,10.73,99.17%,0.11%,0.72%,0.21%,
48,Andhra Pragathi Grameena Bank,2024,3,9.12,97.42%,0.68%,1.90%,0.05%,
49,Sarva Haryana Gramin Bank,2024,3,7.84,99.22%,0.43%,0.34%,0.00%,
50,Saraswat Bank,2024,3,7.84,97.10%,2.64%,0.27%,0.11%,
1,Paytm Payments Bank,2022,5,1363.19,99.65%,0.35%,0.01%,0.00%,
2,YES Bank,2022,5,811.13,99.92%,0.04%,0.03%,0.01%,
3,State Bank of India,2022,5,771.93,98.35%,0.29%,1.13%,0.23%,
4,Axis Bank,2022,5,450.07,99.75%,0.17%,0.05%,0.03%,
5,ICICI Bank,2022,5,432.0,99.42%,0.41%,0.09%,0.08%,
6,HDFC Bank,2022,5,299.84,99.10%,0.79%,0.07%,0.04%,
7,Bank of Baroda,2022,5,204.05,99.32%,0.34%,0.16%,0.19%,
8,Union Bank of India,2022,5,197.66,99.46%,0.35%,0.13%,0.06%,
9,Canara Bank,2022,5,146.64,96.56%,0.50%,2.48%,0.45%,
10,Punjab National Bank,2022,5,144.15,98.62%,0.49%,0.64%,0.24%,
11,Kotak Mahindra Bank,2022,5,127.46,98.22%,0.53%,0.76%,0.49%,
12,Bank of India,2022,5,118.62,99.53%,0.28%,0.15%,0.04%,
13,Federal Bank,2022,5,118.0,99.15%,0.19%,0.62%,0.05%,
14,Indian Bank,2022,5,77.67,99.05%,0.31%,0.42%,0.22%,
15,IndusInd Bank,2022,5,65.03,99.01%,0.37%,0.48%,0.14%,
16,Airtel Payments Bank,2022,5,64.05,98.64%,0.37%,0.78%,0.21%,
17,Central Bank of India,2022,5,61.92,97.81%,0.58%,1.17%,0.44%,
18,IDBI Bank,2022,5,46.38,98.63%,1.16%,0.17%,0.04%,
19,Indian Overseas Bank,2022,5,42.9,99.56%,0.35%,0.02%,0.07%,
20,UCO Bank,2022,5,37.05,98.30%,0.52%,0.88%,0.30%,
21,Bank of Maharashtra,2022,5,36.7,99.02%,0.26%,0.42%,0.30%,
22,India Post Payment Bank,2022,5,34.53,98.29%,0.59%,0.92%,0.20%,
23,Karnataka Bank,2022,5,29.4,94.52%,0.68%,3.78%,1.02%,
24,Karur Vysya Bank,2022,5,23.22,99.34%,0.35%,0.27%,0.04%,
25,IDFC First Bank,2022,5,22.98,96.67%,1.05%,1.74%,0.54%,
26,South Indian Bank,2022,5,17.22,97.21%,0.40%,2.33%,0.06%,
27,Bandhan Bank,2022,5,16.78,97.46%,0.52%,1.88%,0.14%,
28,Fino Payments Bank,2022,5,13.92,95.24%,2.39%,2.19%,0.18%,
29,AU Small Finance Bank,2022,5,13.0,97.46%,1.88%,0.48%,0.19%,
30,CITI Bank,2022,5,12.03,99.24%,0.57%,0.20%,0.00%,
31,City Union Bank,2022,5,11.37,98.62%,0.77%,0.54%,0.07%,
32,Tamilnad Mercantile Bank,2022,5,9.61,98.72%,0.26%,0.72%,0.29%,
33,Equitas Bank,2022,5,9.41,97.94%,1.29%,0.64%,0.13%,
34,Ujjivan Small Finance Bank,2022,5,9.4,94.32%,0.31%,4.54%,0.83%,
35,Pragathi Krishna Gramin Bank,2022,5,8.2,95.70%,0.31%,2.92%,1.07%,
36,Andhra Pradesh Grameena Vikas Bank,2022,5,7.55,93.36%,0.17%,5.46%,1.01%,
37,Punjab and Sind Bank,2022,5,7.54,99.38%,0.31%,0.24%,0.07%,
38,Maharashtra Gramin Bank,2022,5,6.84,94.21%,0.87%,4.74%,0.18%,
39,DBS Bank,2022,5,6.59,98.38%,1.52%,0.04%,0.07%,
40,Jammu and Kashmir Bank,2022,5,6.46,95.12%,2.00%,2.80%,0.08%,
41,Kerala Gramin Bank,2022,5,5.92,97.64%,0.34%,1.46%,0.57%,
42,Saraswat Bank,2022,5,5.58,98.57%,0.19%,1.14%,0.10%,
43,RBL,2022,5,5.39,96.72%,1.34%,1.85%,0.09%,
44,ESAF Small Finance Bank Ltd,2022,5,5.17,99.13%,0.25%,0.56%,0.06%,
45,Rajasthan Marudhara Gramin Bank,2022,5,5.07,91.04%,2.20%,5.64%,1.12%,
46,Andhra Pragathi Grameena Bank,2022,5,5.03,91.38%,0.20%,6.18%,2.24%,
47,Sarva Haryana Gramin Bank,2022,5,4.42,86.49%,0.56%,10.70%,2.25%,
48,Baroda Rajasthan Kshetriya Gramin Bank,2022,5,4.23,84.27%,1.94%,12.12%,1.67%,
49,Baroda U.P. Bank,2022,5,4.13,91.79%,3.61%,4.36%,0.23%,
50,Standard Chartered,2022,5,3.61,99.34%,0.37%,0.29%,0.01%,
1,Paytm Payments Bank,2023,5,2122.5,99.79%,0.20%,0.00%,0.01%,
2,YES Bank,2023,5,1776.21,99.93%,0.02%,0.04%,0.01%,
3,State Bank of India,2023,5,1021.12,99.36%,0.24%,0.33%,0.06%,
4,Axis Bank,2023,5,664.41,99.90%,0.09%,0.01%,0.00%,
5,ICICI Bank,2023,5,624.05,98.76%,0.63%,0.39%,0.22%,
6,HDFC Bank,2023,5,475.3,99.31%,0.57%,0.06%,0.07%,
7,Bank of Baroda,2023,5,278.65,99.10%,0.22%,0.61%,0.07%,
8,Union Bank of India,2023,5,271.63,99.54%,0.18%,0.17%,0.11%,
9,Federal Bank,2023,5,216.25,99.75%,0.23%,0.02%,0.00%,
10,Punjab National Bank,2023,5,212.79,99.15%,0.37%,0.22%,0.25%,
11,Canara Bank,2023,5,210.04,99.13%,0.19%,0.48%,0.19%,
12,Kotak Mahindra Bank,2023,5,203.15,97.77%,0.47%,1.04%,0.72%,
13,Bank of India,2023,5,151.38,98.35%,0.24%,1.32%,0.09%,
14,Indian Bank,2023,5,132.71,98.91%,0.30%,0.32%,0.48%,
15,Airtel Payments Bank,2023,5,116.47,98.56%,0.46%,0.71%,0.26%,
16,IndusInd Bank,2023,5,93.0,98.89%,0.20%,0.50%,0.41%,
17,Central Bank of India,2023,5,74.5,98.34%,0.66%,0.53%,0.47%,
18,India Post Payment Bank,2023,5,72.15,96.82%,0.48%,2.49%,0.21%,
19,Indian Overseas Bank,2023,5,59.63,99.06%,0.61%,0.14%,0.19%,
20,UCO Bank,2023,5,55.1,98.72%,0.68%,0.52%,0.08%,
21,IDBI Bank,2023,5,53.37,98.81%,0.42%,0.60%,0.17%,
22,IDFC First Bank,2023,5,43.3,97.88%,1.17%,0.77%,0.18%,
23,Bank of Maharashtra,2023,5,42.41,97.16%,0.34%,2.20%,0.31%,
24,Karnataka Bank,2023,5,34.08,96.45%,1.11%,2.39%,0.05%,
25,RBL,2023,5,33.53,99.89%,0.00%,0.00%,0.11%,
26,Karur Vysya Bank,2023,5,27.2,98.91%,0.43%,0.61%,0.06%,
27,Fino Payments Bank,2023,5,27.08,97.40%,1.04%,1.49%,0.07%,
28,South Indian Bank,2023,5,25.43,99.75%,0.21%,0.04%,0.00%,
29,Bandhan Bank,2023,5,24.14,96.37%,0.15%,2.92%,0.56%,
30,AU Small Finance Bank,2023,5,19.21,97.46%,1.41%,0.76%,0.37%,
31,City Union Bank,2023,5,15.13,98.54%,0.92%,0.44%,0.10%,
32,Tamilnad Mercantile Bank,2023,5,14.8,99.35%,0.23%,0.39%,0.02%,
33,Ujjivan Small Finance Bank,2023,5,14.27,99.11%,0.34%,0.41%,0.15%,
34,Jammu and Kashmir Bank,2023,5,12.63,97.86%,0.39%,1.67%,0.08%,
35,Equitas Bank,2023,5,11.91,96.70%,3.08%,0.21%,0.01%,
36,Punjab and Sind Bank,2023,5,10.91,93.48%,0.19%,5.47%,0.86%,
37,Kerala Gramin Bank,2023,5,10.06,99.27%,0.19%,0.33%,0.22%,
38,Andhra Pradesh Grameena Vikas Bank,2023,5,9.92,95.22%,0.53%,3.96%,0.29%,
39,Pragathi Krishna Gramin Bank,2023,5,9.74,99.25%,0.39%,0.16%,0.20%,
40,DBS Bank,2023,5,9.41,98.06%,1.54%,0.30%,0.10%,
41,Maharashtra Gramin Bank,2023,5,8.86,92.53%,0.87%,5.93%,0.67%,
42,Baroda U.P. Bank,2023,5,8.3,86.32%,2.00%,10.37%,1.31%,
43,Rajasthan Marudhara Gramin Bank,2023,5,7.82,91.18%,1.92%,6.45%,0.46%,
44,ESAF Small Finance Bank Ltd,2023,5,7.62,98.86%,0.13%,0.89%,0.12%,
45,Tri O Tech Solutions Private Limited,2023,5,7.04,91.14%,8.66%,0.19%,0.01%,
46,Saraswat Bank,2023,5,6.44,98.71%,0.26%,0.71%,0.32%,
47,Andhra Pragathi Grameena Bank,2023,5,6.13,89.76%,0.33%,9.56%,0.35%,
48,Sarva Haryana Gramin Bank,2023,5,5.94,94.40%,0.46%,4.34%,0.80%,
49,Jio Payments Bank,2023,5,5.24,99.39%,0.46%,0.10%,0.04%,
50,Baroda Rajasthan Kshetriya Gramin Bank,2023,5,5.18,92.63%,2.65%,4.24%,0.48%,
1,YES Bank,2024,5,5597.32,99.96%,0.02%,0.02%,0.00%,
2,State Bank of India,2024,5,1589.47,99.76%,0.10%,0.15%,0.05%,
3,Axis Bank,2024,5,1290.76,99.88%,0.11%,0.00%,0.01%,
4,HDFC Bank,2024,5,652.69,98.85%,1.10%,0.06%,0.03%,
5,ICICI Bank,2024,5,633.5,99.61%,0.37%,0.02%,0.02%,
6,Bank of Baroda,2024,5,400.48,99.31%,0.25%,0.45%,0.14%,
7,Federal Bank,2024,5,391.25,99.36%,0.24%,0.41%,0.07%,
8,Union Bank of India,2024,5,356.69,99.46%,0.11%,0.43%,0.04%,
9,Punjab National Bank,2024,5,326.47,99.36%,0.29%,0.36%,0.17%,
10,Canara Bank,2024,5,305.13,97.98%,1.15%,0.87%,0.36%,
11,Kotak Mahindra Bank,2024,5,285.74,99.27%,0.44%,0.29%,0.11%,
12,Airtel Payments Bank,2024,5,264.42,99.41%,0.25%,0.35%,0.09%,
13,Indian Bank,2024,5,230.91,98.47%,1.32%,0.22%,0.21%,
14,Bank of India,2024,5,203.54,98.08%,0.82%,1.10%,0.40%,
15,India Post Payment Bank,2024,5,136.48,99.39%,0.28%,0.33%,0.06%,
16,IndusInd Bank,2024,5,127.61,99.32%,0.49%,0.19%,0.04%,
17,Central Bank of India,2024,5,94.86,98.67%,0.57%,0.77%,0.20%,
18,Indian Overseas Bank,2024,5,93.82,98.87%,0.89%,0.24%,0.12%,
19,UCO Bank,2024,5,87.25,99.23%,0.71%,0.05%,0.03%,
20,Fino Payments Bank,2024,5,72.06,96.62%,3.19%,0.19%,0.04%,
21,IDBI Bank,2024,5,67.45,99.62%,0.31%,0.07%,0.01%,
22,Bank of Maharashtra,2024,5,62.25,97.48%,0.18%,2.34%,0.42%,
23,Karnataka Bank,2024,5,48.13,98.31%,1.40%,0.30%,0.04%,
24,RBL,2024,5,45.73,98.38%,1.39%,0.23%,0.12%,
25,IDFC First Bank,2024,5,36.08,98.76%,1.17%,0.07%,0.01%,
26,Karur Vysya Bank,2024,5,35.56,98.62%,1.22%,0.16%,0.04%,
27,Bandhan Bank,2024,5,35.28,97.94%,0.41%,1.65%,0.06%,
28,South Indian Bank,2024,5,34.01,98.76%,1.15%,0.09%,0.02%,
29,Jammu and Kashmir Bank,2024,5,32.79,99.20%,0.45%,0.35%,0.35%,
30,One Mobikwik Systems Limited,2024,5,31.71,99.96%,0.02%,0.03%,0.00%,
31,AU Small Finance Bank,2024,5,27.89,97.90%,1.53%,0.57%,0.12%,
32,Tamilnad Mercantile Bank,2024,5,25.26,99.55%,0.09%,0.36%,0.04%,
33,Tri O Tech Solutions Private Limited,2024,5,24.56,96.07%,3.80%,0.13%,0.03%,
34,Ujjivan Small Finance Bank,2024,5,22.36,98.74%,0.89%,0.37%,0.25%,
35,City Union Bank,2024,5,21.65,97.73%,2.00%,0.27%,0.00%,
36,Punjab and Sind Bank,2024,5,16.69,98.68%,1.02%,0.30%,0.10%,
37,Kerala Gramin Bank,2024,5,15.56,98.12%,0.97%,0.91%,0.40%,
38,Equitas Bank,2024,5,14.39,98.49%,1.32%,0.19%,0.06%,
39,Andhra Pradesh Grameena Vikas Bank,2024,5,13.89,98.87%,0.45%,0.67%,0.15%,
40,Jio Payments Bank,2024,5,13.39,99.05%,0.50%,0.46%,0.18%,
41,Pragathi Krishna Gramin Bank,2024,5,13.28,97.27%,1.18%,1.56%,0.94%,
42,Maharashtra Gramin Bank,2024,5,12.25,97.65%,0.35%,2.01%,0.39%,
43,CITI Bank,2024,5,12.1,99.79%,0.00%,0.21%,0.30%,
44,Rajasthan Marudhara Gramin Bank,2024,5,12.01,97.70%,0.42%,1.88%,0.42%,
45,Baroda U.P. Bank,2024,5,11.53,90.43%,0.62%,8.96%,2.70%,
46,The Cosmos Co-Operative Bank Ltd,2024,5,11.39,97.72%,0.09%,2.20%,0.58%,
47,DBS Bank,2024,5,11.22,97.51%,1.57%,0.92%,0.06%,
48,ESAF Small Finance Bank Ltd,2024,5,11.1,99.73%,0.19%,0.08%,0.02%,
49,Fincare Small Finance Bank,2024,5,10.07,96.43%,3.15%,0.41%,0.06%,
50,Andhra Pragathi Grameena Bank,2024,5,9.22,97.03%,0.88%,2.10%,0.37%,
1,Paytm Payments Bank,2022,11,1617.99,99.63%,0.27%,0.08%,0.02%,
